Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10
1989-01-01,285.4,9.81333,24.16,121.1,9.09,784.96489,26.99061,66.44973,15.08807
1989-02-01,294,9.89667,24.56,121.6,9.17,805.29344,27.1079,67.27213,15.46706
1989-03-01,292.7,10.01,24.96,122.3,9.36,797.1438,27.26139,67.97646,15.29897
1989-04-01,302.3,10.0867,25.0467,123.1,9.18,817.93822,27.29175,67.76928,15.68674
1989-05-01,313.9,10.1933,25.1333,123.8,8.86,844.52221,27.42424,67.61908,16.18635
1989-06-01,323.7,10.37,25.22,124.1,8.28,868.78302,27.83219,67.68832,16.6419
1989-07-01,331.9,10.4233,24.71,124.4,8.02,888.64291,27.90778,66.15958,17.01341
1989-08-01,346.6,10.5467,24.2,124.6,8.11,926.51173,28.19285,64.69009,17.73425
1989-09-01,347.3,10.73,23.69,125,8.19,925.41211,28.59105,63.12414,17.71422
1989-10-01,347.4,10.7967,23.4267,125.6,8.01,921.25653,28.63135,62.12435,17.64085
1989-11-01,340.2,10.9233,23.1633,125.9,7.87,900.01342,28.89805,61.27949,17.24237
1989-12-01,348.6,11.06,22.87,126.1,7.84,920.77327,29.21329,60.40759,17.65021
1990-01-01,339.97,11.14,22.49,127.4,8.21,888.81541,29.12435,58.79771,17.04884
1990-02-01,330.45,11.23,22.08,128,8.47,859.87672,29.22202,57.45522,16.50809
1990-03-01,338.46,11.32,21.67,128.7,8.59,875.92961,29.296,56.08165,16.83375
1990-04-01,338.18,11.4367,21.5333,128.9,8.79,873.84702,29.55209,55.6414,16.81391
1990-05-01,350.25,11.5533,21.3967,129.2,8.76,902.93406,29.78406,55.16006,17.39241
1990-06-01,360.39,11.66,21.26,129.9,8.48,924.06812,29.89715,54.5123,17.81708
1990-07-01,360.03,11.7267,21.42,130.4,8.47,919.60539,29.95288,54.71196,17.74717
1990-08-01,330.75,11.7833,21.58,131.6,8.75,837.11355,29.82301,54.61802,16.16833
1990-09-01,315.41,11.83,21.74,132.7,8.89,791.67138,29.69301,54.56687,15.30129
1990-10-01,307.12,11.9267,21.6067,133.5,8.72,766.24427,29.75633,53.9073,14.81815
1990-11-01,315.29,12.0133,21.4733,133.8,8.39,784.86415,29.90519,53.45435,15.18761
1990-12-01,328.75,12.09,21.34,133.8,8.08,818.37067,30.09613,53.12252,15.84631
1991-01-01,325.49,12.1067,21.1833,134.6,8.09,805.43964,29.95857,52.41903,15.60619
1991-02-01,362.26,12.1133,21.0267,134.8,7.85,895.09864,29.93043,51.95432,17.35466
1991-03-01,372.28,12.11,20.94,135,8.11,918.49404,29.87795,51.66344,17.81862
1991-04-01,379.68,12.13,20.3633,135.2,8.04,935.36569,29.88302,50.16628,18.15535
1991-05-01,377.99,12.14,19.8567,135.6,8.07,928.45536,29.81943,48.77393,18.03543
1991-06-01,378.29,12.15,19.41,136,8.28,926.45933,29.75622,47.53648,18.01523
1991-07-01,380.23,12.1933,18.84,136.2,8.27,929.84311,29.81842,46.07276,18.10345
1991-08-01,389.4,12.2367,18.33,136.6,7.9,949.47964,29.83692,44.6943,18.51226
1991-09-01,387.2,12.28,17.82,137.2,7.65,939.98656,29.81156,43.26075,18.35728
1991-10-01,386.88,12.2533,17.2033,137.4,7.53,937.84259,29.70344,41.70282,18.34919
1991-11-01,385.92,12.2267,16.5867,137.8,7.42,932.79987,29.55292,40.0914,18.28887
1991-12-01,388.51,12.2,15.97,137.9,7.09,938.37913,29.467,38.57279,18.44165
1992-01-01,416.08,12.24,16.0467,138.1,7.03,1003.51431,29.5208,38.70192,19.77307
1992-02-01,412.56,12.28,16.1233,138.6,7.34,991.43511,29.51043,38.74638,19.58298
1992-03-01,407.36,12.32,16.19,139.3,7.54,974.01955,29.45778,38.71116,19.28356
1992-04-01,407.41,12.32,16.4833,139.5,7.48,972.74248,29.41555,39.35595,19.30123
1992-05-01,414.81,12.32,16.7667,139.7,7.39,988.993,29.37343,39.97529,19.66228
1992-06-01,408.27,12.32,17.05,140.2,7.26,969.92882,29.26868,40.50576,19.31537
1992-07-01,415.05,12.3433,17.38,140.5,6.84,983.93068,29.26142,41.20158,19.62074
1992-08-01,417.93,12.3667,17.71,140.9,6.59,987.94544,29.23366,41.8647,19.72214
1992-09-01,418.48,12.4,18.04,141.3,6.42,986.44517,29.2294,42.52407,19.70877
1992-10-01,412.5,12.3867,18.39,141.8,6.59,968.92046,29.0951,43.19624,19.37027
1992-11-01,422.84,12.3833,18.74,142,6.87,991.80919,29.04614,43.95635,19.83366
1992-12-01,435.64,12.39,19.09,141.9,6.77,1022.55284,29.08234,44.80886,20.44861
1993-01-01,435.23,12.4133,19.34,142.6,6.6,1016.57565,28.994,45.17284,20.32341
1993-02-01,441.7,12.4467,19.59,143.1,6.26,1028.08299,28.97043,45.59689,20.54534
1993-03-01,450.16,12.48,19.84,143.6,5.98,1044.1259,28.9468,46.01799,20.8552
1993-04-01,443.08,12.4933,19.67,144,5.97,1024.84942,28.89715,45.49695,20.45736
1993-05-01,445.25,12.5067,19.5,144.2,6.04,1028.44027,28.88803,45.04118,20.51761
1993-06-01,448.06,12.52,19.33,144.4,5.96,1033.4974,28.87869,44.58667,20.60836
1993-07-01,447.29,12.52,19.69,144.4,5.81,1031.72131,28.87869,45.41705,20.5646
1993-08-01,454.13,12.52,20.05,144.8,5.68,1044.60485,28.79892,46.11967,20.81223
1993-09-01,459.24,12.52,20.41,145.1,5.36,1054.17498,28.73938,46.85069,20.9935
1993-10-01,463.9,12.54,20.9,145.7,5.33,1060.4867,28.66675,47.77791,21.10918
1993-11-01,462.89,12.56,21.39,145.8,5.72,1057.45204,28.69277,48.86452,21.0379
1993-12-01,465.95,12.58,21.89,145.8,5.77,1064.44248,28.73846,50.00675,21.16473
1994-01-01,472.99,12.6233,22.1567,146.2,5.75,1077.56876,28.75848,50.47753,21.41197
1994-02-01,471.58,12.6667,22.4333,146.7,5.97,1070.69474,28.759,50.93349,21.26384
1994-03-01,463.81,12.71,22.71,147.2,6.48,1049.47647,28.75929,51.38658,20.83338
1994-04-01,447.23,12.7533,23.54,147.4,6.97,1010.58734,28.81811,53.19237,20.05525
1994-05-01,450.9,12.7967,24.37,147.5,7.18,1018.18952,28.89658,55.03056,20.19649
1994-06-01,454.83,12.84,25.2,148,7.1,1023.59415,28.8964,56.71256,20.29076
1994-07-01,451.4,12.87,25.91,148.4,7.3,1013.13673,28.88584,58.15324,20.06795
1994-08-01,464.24,12.9,26.62,149,7.24,1037.75945,28.83659,59.5062,20.53555
1994-09-01,466.96,12.92,27.33,149.4,7.46,1041.04497,28.80397,60.92976,20.57645
1994-10-01,463.81,13.0133,28.42,149.5,7.74,1033.33068,28.99257,63.31743,20.39576
1994-11-01,461.01,13.0967,29.51,149.7,7.96,1025.7203,29.13939,65.65803,20.20947
1994-12-01,455.19,13.17,30.6,149.7,7.81,1012.77114,29.30248,68.08321,19.91148
1995-01-01,465.25,13.18,31.25,150.3,7.78,1031.0217,29.20766,69.25186,20.21912
1995-02-01,481.92,13.18,31.9,150.9,7.47,1063.71704,29.09153,70.41122,20.80257
1995-03-01,493.15,13.17,32.55,151.4,7.2,1084.90964,28.97346,71.60866,21.15274
1995-04-01,507.91,13.2433,33.1767,151.9,7.06,1113.70302,29.03881,72.74712,21.64274
1995-05-01,523.81,13.3067,33.8033,152.2,6.63,1146.30329,29.12032,73.97498,22.19543
1995-06-01,539.35,13.36,34.43,152.5,6.17,1177.98903,29.17944,75.19822,22.71836
1995-07-01,557.37,13.44,34.68,152.5,6.28,1217.34633,29.35417,75.74425,23.37641
1995-08-01,559.11,13.51,34.93,152.9,6.49,1217.95202,29.42987,76.09069,23.28407
1995-09-01,578.77,13.58,35.18,153.2,6.2,1258.31001,29.52442,76.48521,23.94601
1995-10-01,582.92,13.65,34.7733,153.7,6.04,1263.20983,29.58007,75.35506,23.92676
1995-11-01,595.53,13.72,34.3667,153.6,5.93,1291.37637,29.75112,74.52243,24.34759
1995-12-01,614.57,13.79,33.96,153.5,5.71,1333.53182,29.92239,73.6885,25.02738
1996-01-01,614.42,13.8933,33.9867,154.4,5.65,1325.43506,29.97081,73.31656,24.76247
1996-02-01,649.54,13.9967,34.0133,154.9,5.81,1396.67349,30.09641,73.1371,25.97607
1996-03-01,647.07,14.1,34.04,155.7,6.27,1384.21343,30.16275,72.81844,25.62993
1996-04-01,647.17,14.1567,34.33,156.3,6.51,1379.11285,30.16779,73.15689,25.4242
1996-05-01,661.23,14.2133,34.62,156.6,6.74,1406.3752,30.23038,73.63355,25.81404
1996-06-01,668.5,14.27,34.91,156.7,6.91,1420.93045,30.3316,74.20296,25.96667
1996-07-01,644.07,14.4,35.2733,157,6.87,1366.38733,30.54944,74.83191,24.85841
1996-08-01,662.68,14.53,35.6367,157.3,6.64,1403.18698,30.76644,75.45867,25.41253
1996-09-01,674.88,14.66,36,157.8,6.83,1424.49184,30.94335,75.98641,25.68012
1996-10-01,701.46,14.74,36.91,158.3,6.53,1475.91859,31.01394,77.6611,26.48347
1996-11-01,735.67,14.82,37.82,158.6,6.2,1544.97078,31.12328,79.42528,27.58561
1996-12-01,743.25,14.9,38.73,158.6,6.3,1560.88944,31.29129,81.33636,27.72395
1997-01-01,766.22,14.9533,39.2333,159.1,6.58,1604.07146,31.30454,82.1344,28.33287
1997-02-01,798.39,15.0067,39.7367,159.6,6.42,1666.18265,31.31791,82.92764,29.26563
1997-03-01,792.16,15.06,40.24,160,6.69,1649.04814,31.35057,83.76805,28.80246
1997-04-01,763.93,15.0933,40.3433,160.2,6.89,1588.29607,31.38066,83.87824,27.58516
1997-05-01,833.09,15.1267,40.4467,160.1,6.71,1733.16933,31.46975,84.14575,29.92836
1997-06-01,876.29,15.16,40.55,160.3,6.49,1820.76854,31.49968,84.2554,31.25656
1997-07-01,925.29,15.2167,40.58,160.5,6.22,1920.18573,31.57809,84.21267,32.76664
1997-08-01,927.24,15.2733,40.61,160.8,6.3,1920.64244,31.63641,84.11769,32.58628
1997-09-01,937.02,15.33,40.64,161.2,6.21,1936.08415,31.67507,83.97095,32.66658
1997-10-01,951.16,15.3867,40.3333,161.6,6.03,1960.43582,31.71353,83.13096,32.9015
1997-11-01,938.92,15.4433,40.0267,161.5,5.88,1936.40623,31.84989,82.55011,32.3366
1997-12-01,962.37,15.5,39.72,161.3,5.81,1987.22991,32.00647,82.01915,33.03079
1998-01-01,963.36,15.55,39.66,161.6,5.54,1985.58124,32.0501,81.74322,32.85997
1998-02-01,1023.74,15.6,39.6,161.9,5.57,2106.12057,32.09358,81.46832,34.70968
1998-03-01,1076.83,15.64,39.54,162.2,5.65,2211.24418,32.11636,81.19443,36.29693
1998-04-01,1112.2,15.75,39.35,162.5,5.64,2279.65923,32.28253,80.65509,37.27693
1998-05-01,1108.42,15.85,39.16,162.8,5.65,2267.72485,32.42763,80.11774,36.9566
1998-06-01,1108.39,15.95,38.97,163,5.5,2264.88107,32.59219,79.63119,36.80229
1998-07-01,1156.58,16.0167,38.6767,163.2,5.46,2360.45611,32.68837,78.93501,38.25965
1998-08-01,1074.62,16.0833,38.3833,163.4,5.34,2190.50008,32.78412,78.24033,35.4234
1998-09-01,1020.64,16.14,38.09,163.6,4.81,2077.92416,32.85948,77.54755,33.53236
1998-10-01,1032.47,16.1667,37.9633,164,4.53,2096.88204,32.83356,77.10109,33.7731
1998-11-01,1144.43,16.1833,37.8367,164,4.83,2324.2658,32.86727,76.84397,37.36939
1998-12-01,1190.05,16.2,37.71,163.9,4.65,2418.3918,32.92126,76.63338,38.82027
1999-01-01,1248.77,16.28333,37.93333,164.3,4.72,2531.54295,33.01005,76.89956,40.57696
1999-02-01,1246.58,16.36667,38.15667,164.5,5,2524.03085,33.13864,77.25826,40.40016
1999-03-01,1281.66,16.45,38.38,165,5.23,2587.19577,33.20644,77.47497,41.3561
1999-04-01,1334.76,16.45,39.26,166.2,5.18,2674.93092,32.96669,78.67915,42.70451
1999-05-01,1332.07,16.45,40.14,166.2,5.54,2669.54001,32.96669,80.44272,42.55668
1999-06-01,1322.55,16.45,41.02,166.2,5.9,2650.46142,32.96669,82.20629,42.18068
1999-07-01,1380.99,16.51333,42,166.7,5.79,2759.27725,32.99435,83.9178,43.82804
1999-08-01,1327.49,16.57667,42.98,167.1,5.94,2646.03275,33.04161,85.67032,41.93071
1999-09-01,1318.17,16.64,43.96,167.9,5.92,2614.93642,33.00981,87.20621,41.32345
1999-10-01,1300.01,16.65667,45.36333,168.2,6.11,2574.31157,32.98394,89.82958,40.55285
1999-11-01,1391,16.67333,46.76667,168.3,6.03,2752.85553,32.99732,92.55347,43.20829
1999-12-01,1428.68,16.69,48.17,168.3,6.28,2827.42606,33.03031,95.33073,44.19794
2000-01-01,1425.59,16.71333,49.09667,168.8,6.66,2812.95383,32.97851,96.87684,43.77258
2000-02-01,1388.87,16.73667,50.02333,169.8,6.52,2724.35889,32.83006,98.12402,42.18564
2000-03-01,1442.21,16.76,50.95,171.2,6.26,2805.85452,32.60699,99.12446,43.22075
2000-04-01,1461.36,16.74,51.27333,171.3,5.99,2841.45158,32.54906,99.69528,43.52857
2000-05-01,1418.48,16.72,51.59667,171.5,6.44,2754.85978,32.47226,100.20697,41.96605
2000-06-01,1461.96,16.7,51.92,172.4,6.1,2824.48086,32.2641,100.30852,42.78197
2000-07-01,1473,16.58333,52.51333,172.8,6.05,2839.22242,31.96454,101.21998,42.75809
2000-08-01,1485.46,16.46667,53.10667,172.8,5.83,2863.23919,31.73967,102.36364,42.86957
2000-09-01,1468.05,16.35,53.7,173.7,5.8,2815.01968,31.3515,102.97099,41.89801
2000-10-01,1390.14,16.32333,52.46667,174,5.74,2661.02956,31.2464,100.43258,39.3697
2000-11-01,1378.04,16.29667,51.23333,174.1,5.72,2636.35239,31.17744,98.01538,38.78214
2000-12-01,1330.93,16.27,50,174,5.24,2547.68877,31.14431,95.71085,37.27424
2001-01-01,1335.63,16.17,48.48,175.1,5.16,2540.62417,30.75844,92.21825,36.97887
2001-02-01,1305.75,16.07,46.96,175.8,5.1,2473.89675,30.4465,88.97124,35.83466
2001-03-01,1185.85,15.97,45.44,176.2,4.89,2241.63171,30.18835,85.89598,32.32584
2001-04-01,1189.84,15.87667,42.55667,176.9,5.14,2240.274,29.89317,80.12724,32.1739
2001-05-01,1270.37,15.78333,39.67333,177.7,5.39,2381.13056,29.58365,74.3621,34.07464
2001-06-01,1238.71,15.69,36.79,178,5.28,2317.8752,29.35914,68.84148,33.06853
2001-07-01,1204.45,15.70667,33.96333,177.5,5.24,2260.1165,29.47312,63.73124,32.16304
2001-08-01,1178.5,15.72333,31.13667,177.5,4.97,2211.42205,29.50439,58.42708,31.40432
2001-09-01,1044.64,15.74,28.31,178.3,4.73,1951.4423,29.40315,52.88456,27.66739
2001-10-01,1076.59,15.74,27.10333,177.7,4.57,2017.9171,29.50242,50.8014,28.57737
2001-11-01,1129.68,15.74,25.89667,177.4,4.65,2121.00763,29.55232,48.62176,30.0051
2001-12-01,1144.93,15.74,24.69,176.7,5.09,2158.15579,29.66939,46.53985,30.49995
2002-01-01,1140.21,15.73667,24.69333,177.1,5.04,2144.40441,29.59611,46.441,30.2772
2002-02-01,1100.67,15.73333,24.69667,177.8,4.91,2061.89136,29.47334,46.26441,29.0857
2002-03-01,1153.79,15.73,24.7,178.8,5.28,2149.31299,29.30229,46.01187,30.29213
2002-04-01,1111.93,15.83333,25.38,179.8,5.21,2059.81477,29.33074,47.01564,29.00588
2002-05-01,1079.25,15.93667,26.06,179.8,5.16,1999.27611,29.52217,48.27532,28.12811
2002-06-01,1014.02,16.04,26.74,179.9,4.93,1877.39546,29.69707,49.50746,26.38767
2002-07-01,903.59,15.96,27.84,180.1,4.65,1671.08334,29.51614,51.4868,23.46312
2002-08-01,912.55,15.88,28.94,180.7,4.26,1682.05009,29.27068,53.34341,23.58871
2002-09-01,867.81,15.8,30.04,181,3.87,1596.93222,29.07495,55.2792,22.36504
2002-10-01,854.63,15.89,29.22333,181.3,3.94,1570.07622,29.19218,53.6874,21.95623
2002-11-01,909.93,15.98,28.40667,181.3,4.05,1671.67015,29.35752,52.18707,23.3484
2002-12-01,899.18,16.07,27.59,180.9,4.03,1655.57355,29.58814,50.79881,23.10144
2003-01-01,895.84,16.12,28.5,181.7,4.05,1642.16174,29.54953,52.24327,22.89835
2003-02-01,837.03,16.17,29.41,183.1,3.9,1522.62546,29.41454,53.49918,21.2141
2003-03-01,846.63,16.22,30.32,184.2,3.81,1530.89158,29.3293,54.82517,21.30972
2003-04-01,890.03,16.20333,31.73,183.8,3.96,1612.87067,29.36292,57.49962,22.42794
2003-05-01,935.96,16.18667,33.14,183.5,3.57,1698.87579,29.38067,60.15294,23.59108
2003-06-01,988,16.17,34.55,183.7,3.33,1791.38195,29.31847,62.64397,24.83222
2003-07-01,992.54,16.31,35.89333,183.9,3.98,1797.65644,29.54015,65.00885,24.86733
2003-08-01,989.53,16.45,37.23667,184.6,4.45,1785.40882,29.68073,67.18611,24.64225
2003-09-01,1019.44,16.59,38.58,185.2,4.27,1833.41633,29.83636,69.38437,25.24369
2003-10-01,1038.73,16.85667,41.96667,185,4.29,1870.12809,30.34872,75.55673,25.68276
2003-11-01,1049.9,17.12333,45.35333,184.5,4.3,1895.36114,30.91237,81.87536,25.9468
2003-12-01,1080.64,17.39,48.74,184.3,4.27,1952.97242,31.42785,88.08472,26.63517
2004-01-01,1132.52,17.6,49.82667,185.2,4.15,2036.78555,31.6528,89.61099,27.65854
2004-02-01,1143.36,17.81,50.91333,186.2,4.08,2045.23739,31.85845,91.07355,27.65086
2004-03-01,1123.98,18.02,52,187.4,3.83,1997.69602,32.02769,92.42174,26.88653
2004-04-01,1133.36,18.21333,53.38333,188,4.35,2007.93865,32.268,94.57759,26.90058
2004-05-01,1102.78,18.40667,54.76667,189.1,4.72,1942.39593,32.42082,96.46398,25.90281
2004-06-01,1132.76,18.6,56.15,189.7,4.73,1988.89099,32.65773,98.58772,26.40129
2004-07-01,1105.85,18.78667,56.69,189.4,4.5,1944.71809,33.03773,99.69351,25.69589
2004-08-01,1088.94,18.97333,57.23,189.5,4.28,1913.97008,33.34839,100.59003,25.17446
2004-09-01,1117.66,19.16,57.77,189.9,4.13,1960.31178,33.60555,101.32528,25.66841
2004-10-01,1117.21,19.25333,58.03,190.9,4.1,1949.25785,33.59235,101.24814,25.41166
2004-11-01,1168.94,19.34667,58.29,191,4.19,2038.44623,33.73752,101.64853,26.46531
2004-12-01,1199.21,19.44,58.55,190.3,4.23,2098.92471,34.02498,102.4775,27.14481
2005-01-01,1181.41,19.70333,59.10667,190.7,4.22,2063.43293,34.41355,103.23481,26.58725
2005-02-01,1199.63,19.96667,59.66333,191.8,4.17,2083.23912,34.67348,103.60944,26.74486
2005-03-01,1194.9,20.23,60.22,193.3,4.5,2058.92304,34.85816,103.76462,26.33914
2005-04-01,1164.43,20.46333,61.23333,194.6,4.34,1993.01679,35.02466,104.80584,25.40892
2005-05-01,1178.28,20.69667,62.24667,194.4,4.14,2018.79701,35.46048,106.64985,25.65023
2005-06-01,1202.25,20.93,63.26,194.5,4,2058.80677,35.84182,108.33031,26.06839
2005-07-01,1222.24,21.11,64.33,195.4,4.18,2083.39847,35.98356,109.65524,26.28787
2005-08-01,1224.27,21.29,65.4,196.4,4.26,2076.2332,36.1056,110.91152,26.10438
2005-09-01,1225.92,21.47,66.47,198.8,4.2,2053.93245,35.97129,111.36525,25.73012
2005-10-01,1191.96,21.72,67.59,199.2,4.46,1993.02504,36.31708,113.01433,24.87654
2005-11-01,1237.37,21.97,68.71,197.6,4.54,2085.7058,37.03254,115.81729,25.93178
2005-12-01,1262.07,22.22,69.83,196.8,4.47,2135.98774,37.60619,118.18364,26.4438
2006-01-01,1278.73,22.40667,70.77667,198.3,4.42,2147.8134,37.63526,118.87973,26.4687
2006-02-01,1276.65,22.59333,71.72333,198.7,4.57,2140.00303,37.8724,120.22728,26.24962
2006-03-01,1293.74,22.78,72.67,199.8,4.72,2156.71088,37.97508,121.14349,26.32784
2006-04-01,1302.17,23,73.27667,201.5,4.99,2152.44985,38.01834,121.12424,26.14728
2006-05-01,1290.01,23.22,73.88333,202.5,5.11,2121.8196,38.19246,121.52395,25.65064
2006-06-01,1253.17,23.44,74.49,202.9,5.11,2057.16132,38.47831,122.28025,24.74958
2006-07-01,1260.24,23.66,75.85,203.5,5.09,2062.66763,38.72494,124.14567,24.69679
2006-08-01,1287.15,23.88,77.21,203.9,4.88,2102.57909,39.00834,126.12371,25.05139
2006-09-01,1317.74,24.1,78.57,202.9,4.72,2163.15724,39.56174,128.97784,25.64416
2006-10-01,1363.38,24.36,79.55,201.8,4.73,2250.27794,40.20652,131.2984,26.53804
2006-11-01,1388.64,24.62,80.53,201.5,4.6,2295.38229,40.69616,133.11379,26.92802
2006-12-01,1416.42,24.88,81.51,201.8,4.56,2337.82121,41.06479,134.53341,27.28269
2007-01-01,1424.16,25.08333,82.05667,202.416,4.76,2343.44277,41.2744,135.02352,27.20754
2007-02-01,1444.8,25.28667,82.60333,203.499,4.72,2364.75341,41.38755,135.19969,27.31518
2007-03-01,1406.95,25.49,83.15,205.352,4.56,2282.02361,41.34389,134.86639,26.22761
2007-04-01,1463.64,25.71667,83.74,206.686,4.69,2358.65063,41.44232,134.94671,26.97627
2007-05-01,1511.14,25.94333,84.33,207.949,4.75,2420.40629,41.55367,135.07211,27.54849
2007-06-01,1514.19,26.17,84.92,208.352,5.1,2420.60043,41.83564,135.75403,27.41826
2007-07-01,1520.71,26.44,82.81333,208.299,5,2431.64193,42.27802,132.41997,27.41009
2007-08-01,1454.62,26.71,80.70667,207.917,4.67,2330.23629,42.78823,129.28848,26.14861
2007-09-01,1497.12,26.98,78.6,208.49,4.52,2391.72801,43.10197,125.56764,26.72574
2007-10-01,1539.66,27.23,74.46,208.936,4.53,2454.43739,43.4085,118.69985,27.32065
2007-11-01,1463.39,27.48,70.32,210.177,4.15,2319.07771,43.54837,111.4382,25.72905
2007-12-01,1479.22,27.73,66.18,210.036,4.1,2345.73765,43.97406,104.94782,25.95551
2008-01-01,1378.76,27.92,64.25,211.08,3.74,2175.61476,44.05637,101.38331,24.02232
2008-02-01,1354.87,28.11,62.32,211.693,3.74,2131.72675,44.22774,98.05311,23.49526
2008-03-01,1316.94,28.3,60.39,213.528,3.51,2054.24181,44.14403,94.19994,22.60681
2008-04-01,1370.47,28.43667,57.38333,214.823,3.68,2124.85433,44.08982,88.97037,23.35604
2008-05-01,1403.22,28.57333,54.37667,216.632,3.88,2157.46403,43.93177,83.60464,23.69643
2008-06-01,1341.25,28.71,51.37,218.815,4.1,2041.61126,43.70152,78.1939,22.41681
2008-07-01,1257.33,28.75667,49.56333,219.964,4.01,1903.87344,43.5439,75.04976,20.90721
2008-08-01,1281.47,28.80333,47.75667,219.086,3.89,1948.20307,43.78935,72.60387,21.40162
2008-09-01,1216.95,28.85,45.95,218.783,3.69,1852.6764,43.92104,69.95397,20.36273
2008-10-01,968.8,28.69667,35.59333,216.573,3.81,1489.94496,44.13342,54.74,16.38736
2008-11-01,883.04,28.54333,25.23667,212.425,3.53,1384.57076,44.75478,39.57007,15.25966
2008-12-01,877.56,28.39,14.88,210.228,2.42,1390.35809,44.97956,23.57506,15.37608
2009-01-01,865.58,28.01333,12.20667,211.143,2.52,1365.43469,44.19046,19.25577,15.17465
2009-02-01,805.23,27.63667,9.53333,212.193,2.87,1263.94827,43.38055,14.96422,14.12218
2009-03-01,757.13,27.26,6.86,212.709,2.82,1185.56398,42.6855,10.74184,13.32367
2009-04-01,848.15,26.70333,7.07667,213.24,2.93,1324.78194,41.70971,11.05352,14.98187
2009-05-01,902.41,26.14667,7.29333,213.856,3.29,1405.47416,40.72258,11.35913,15.99636
2009-06-01,926.12,25.59,7.51,215.693,3.72,1430.11716,39.51615,11.59696,16.38418
2009-07-01,935.82,25.02667,9.18667,215.351,3.56,1447.3909,38.70762,14.20861,16.69462
2009-08-01,1009.73,24.46333,10.86333,215.834,3.59,1558.20935,37.75167,16.76423,18.09407
2009-09-01,1044.55,23.9,12.54,215.969,3.4,1610.93576,36.85928,19.33956,18.8319
2009-10-01,1067.66,23.40333,25.35,216.177,3.39,1644.99239,36.05858,39.0579,19.35801
2009-11-01,1088.07,22.90667,38.16,216.33,3.4,1675.25334,35.26838,58.75327,19.81276
2009-12-01,1110.38,22.41,50.97,215.949,3.59,1712.61932,34.56456,78.61471,20.32238
2010-01-01,1123.58,22.24,54.29,216.687,3.73,1727.0764,34.18553,83.4502,20.52786
2010-02-01,1089.16,22.07,57.61,216.741,3.69,1673.75165,33.91577,88.53137,19.92054
2010-03-01,1152.05,21.9,60.93,217.631,3.73,1763.15697,33.51689,93.25043,21.0046
2010-04-01,1197.32,21.94667,62.98667,218.009,3.85,1829.2633,33.53008,96.23091,21.80485
2010-05-01,1125.06,21.99333,65.04333,218.178,3.42,1717.53318,33.57535,99.29611,20.48007
2010-06-01,1083.36,22.04,67.1,217.965,3.2,1655.48954,33.67947,102.53595,19.74204
2010-07-01,1079.8,22.14333,68.68667,218.011,3.01,1649.70132,33.83023,104.9384,19.66866
2010-08-01,1087.28,22.24667,70.27333,218.312,2.7,1658.83885,33.94124,107.21446,19.7703
2010-09-01,1122.08,22.35,71.86,218.439,2.65,1710.93712,34.07907,109.57146,20.3814
2010-10-01,1171.58,22.47667,73.69,218.711,2.54,1784.19258,34.22959,112.22209,21.24013
2010-11-01,1198.89,22.60333,75.52,218.803,2.76,1825.01514,34.40802,114.96062,21.70072
2010-12-01,1241.53,22.73,77.35,219.179,3.29,1886.6819,34.54148,117.54436,22.39638
2011-01-01,1282.62,22.96333,78.67,220.223,3.39,1939.88391,34.73063,118.98354,22.9783
2011-02-01,1321.12,23.19667,79.99,221.309,3.58,1988.30772,34.91137,120.38629,23.48983
2011-03-01,1304.49,23.43,81.31,223.467,3.41,1944.32008,34.92202,121.19117,22.89934
2011-04-01,1331.51,23.73333,82.16333,224.906,3.46,1971.89505,35.1478,121.6795,23.14393
2011-05-01,1338.31,24.03667,83.01667,225.964,3.17,1972.68561,35.43035,122.3676,23.05949
2011-06-01,1287.29,24.34,83.87,225.722,3,1899.51581,35.91593,123.75797,22.10083
2011-07-01,1325.19,24.62,84.90667,225.922,3,1953.7097,36.29693,125.17675,22.61098
2011-08-01,1185.31,24.9,85.94333,226.545,2.3,1742.68091,36.60878,126.35665,20.04985
2011-09-01,1173.88,25.18,86.98,226.889,1.98,1723.25945,36.96432,127.68691,19.69811
2011-10-01,1207.22,25.59667,86.97,226.421,2.15,1775.86572,37.65365,127.93612,20.15582
2011-11-01,1226.42,26.01333,86.96,226.23,2.01,1805.6328,38.29889,128.02941,20.34525
2011-12-01,1243.32,26.43,86.95,225.672,1.98,1835.04048,39.00856,128.33122,20.52358
2012-01-01,1300.58,26.73667,87.48,226.665,1.97,1911.14225,39.2883,128.54782,21.21301
2012-02-01,1352.49,27.04333,88.01,227.663,1.97,1978.70939,39.56473,128.75971,21.79744
2012-03-01,1389.24,27.35,88.54,229.392,2.17,2017.15568,39.71179,128.55875,22.05394
2012-04-01,1386.43,27.67333,88.33333,230.085,2.05,2007.01236,40.06024,127.87237,21.77925
2012-05-01,1341.27,27.99667,88.12667,229.815,1.8,1943.91936,40.57592,127.72308,20.94147
2012-06-01,1323.48,28.32,87.92,229.478,1.62,1920.95297,41.10481,127.61068,20.5475
2012-07-01,1359.78,28.74333,87.44667,229.104,1.53,1976.86214,41.78735,127.13086,20.99934
2012-08-01,1403.45,29.16667,86.97333,230.379,1.68,2029.05801,42.16813,125.74295,21.41043
2012-09-01,1443.42,29.59,86.5,231.407,1.72,2077.57463,42.59012,124.50306,21.78369
