Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10
1964-08-01,82,2.42,4.42333,31,4.19,881.03379,26.00124,47.52565,22.65041
1964-09-01,83.41,2.44,4.47,31.1,4.2,893.30166,26.13183,47.87266,22.89222
1964-10-01,84.85,2.46,4.49667,31.1,4.19,908.72372,26.34603,48.15829,23.21215
1964-11-01,85.44,2.48,4.52333,31.2,4.15,912.10965,26.47509,48.28854,23.22502
1964-12-01,83.96,2.5,4.55,31.2,4.18,896.31,26.6886,48.57326,22.75298
1965-01-01,86.12,2.51667,4.59333,31.2,4.19,919.36895,26.86656,49.03582,23.26934
1965-02-01,86.75,2.53333,4.63667,31.2,4.21,926.09448,27.04441,49.4985,23.37207
1965-03-01,86.83,2.55,4.68,31.3,4.21,923.98702,27.1354,49.80144,23.25353
1965-04-01,87.97,2.57,4.73333,31.4,4.2,933.13687,27.26113,50.20853,23.42055
1965-05-01,89.28,2.59,4.78667,31.4,4.21,947.03262,27.47328,50.77434,23.70881
1965-06-01,85.04,2.61,4.84,31.6,4.21,896.34784,27.51021,51.01509,22.38534
1965-07-01,84.91,2.62667,4.88667,31.6,4.2,894.9776,27.68591,51.50701,22.30078
1965-08-01,86.49,2.64333,4.93333,31.6,4.25,911.63129,27.86151,51.99882,22.66597
1965-09-01,89.38,2.66,4.98,31.6,4.29,942.09278,28.03722,52.49074,23.37415
1965-10-01,91.39,2.68,5.05,31.7,4.35,960.24006,28.15892,53.06064,23.77575
1965-11-01,92.15,2.7,5.12,31.7,4.45,968.22543,28.36906,53.79614,23.92546
1965-12-01,91.73,2.72,5.19,31.8,4.62,960.78161,28.48933,54.36015,23.69411
1966-01-01,93.32,2.74,5.24,31.8,4.61,977.43529,28.69881,54.88385,24.05848
1966-02-01,92.69,2.76,5.29,32,4.83,964.76893,28.72761,55.06125,23.70003
1966-03-01,88.88,2.78,5.34,32.1,4.87,922.23037,28.84564,55.40853,22.61111
1966-04-01,91.6,2.79667,5.38,32.3,4.75,944.56828,28.83893,55.47792,23.1137
1966-05-01,86.78,2.81333,5.42,32.3,4.78,894.86502,29.01072,55.89039,21.85218
1966-06-01,86.06,2.83,5.46,32.4,4.81,884.70145,29.09255,56.12909,21.55525
1966-07-01,85.84,2.85,5.47667,32.5,5.02,879.72464,29.20801,56.12723,21.3817
1966-08-01,80.65,2.87,5.49333,32.7,5.22,821.48006,29.23308,55.95364,19.9139
1966-09-01,77.81,2.89,5.51,32.7,5.18,792.55255,29.43679,56.12344,19.16168
1966-10-01,77.13,2.88333,5.52333,32.9,5.01,780.85041,29.19032,55.91721,18.82541
1966-11-01,80.99,2.87667,5.53667,32.9,5.16,819.92836,29.1229,56.05226,19.71125
1966-12-01,81.33,2.87,5.55,32.9,4.84,823.37046,29.05537,56.18721,19.73647
1967-01-01,84.45,2.88,5.51667,32.9,4.58,854.95678,29.15661,55.84979,20.43224
1967-02-01,87.36,2.89,5.48333,32.9,4.63,884.41711,29.25785,55.51226,21.07444
1967-03-01,89.42,2.9,5.45,33,4.54,902.52893,29.27012,55.00763,21.4439
1967-04-01,90.96,2.9,5.41,33.1,4.59,915.29874,29.18169,54.43894,21.68603
1967-05-01,92.59,2.9,5.37,33.2,4.85,928.89453,29.09379,53.87368,21.94848
1967-06-01,91.43,2.9,5.33,33.3,5.02,914.50249,29.00642,53.3118,21.5521
1967-07-01,93.01,2.90667,5.32,33.4,5.16,927.52064,28.98609,53.05247,21.8042
1967-08-01,94.49,2.91333,5.31,33.5,5.28,939.46682,28.96578,52.79467,22.03063
1967-09-01,95.81,2.92,5.3,33.6,5.3,949.75583,28.94569,52.53842,22.21915
1967-10-01,95.66,2.92,5.31,33.7,5.48,945.45504,28.8598,52.48135,22.0682
1967-11-01,92.66,2.92,5.32,33.8,5.75,913.09508,28.77442,52.42463,21.2631
1967-12-01,95.3,2.92,5.33,33.9,5.7,936.34007,28.68954,52.36823,21.7516
1968-01-01,95.04,2.93,5.36667,34.1,5.53,928.30877,28.61895,52.41926,21.51154
1968-02-01,90.75,2.94,5.40333,34.2,5.56,883.81412,28.63266,52.62302,20.42499
1968-03-01,89.09,2.95,5.44,34.3,5.74,865.1178,28.64628,52.82569,19.93471
1968-04-01,95.67,2.96333,5.48333,34.4,5.64,926.31296,28.69208,53.09167,21.27736
1968-05-01,97.87,2.97667,5.52667,34.5,5.87,944.86748,28.7377,53.35619,21.63023
1968-06-01,100.5,2.99,5.57,34.7,5.72,964.66605,28.70001,53.46458,22.00462
1968-07-01,100.3,3.00333,5.6,34.9,5.5,957.22914,28.66276,53.4445,21.75354
1968-08-01,98.11,3.01667,5.63,35,5.42,933.6533,28.70782,53.57729,21.13777
1968-09-01,101.3,3.03,5.66,35.1,5.46,961.26413,28.75252,53.70933,21.68028
1968-10-01,103.8,3.04333,5.69333,35.3,5.58,979.40666,28.71539,53.71951,22.00461
1968-11-01,105.4,3.05667,5.72667,35.4,5.7,991.69416,28.75979,53.88145,22.19553
1968-12-01,106.5,3.07,5.76,35.5,6.03,999.22125,28.80384,54.04239,22.27787
1969-01-01,102,3.08,5.78,35.6,6.04,954.31243,28.81649,54.0777,21.19497
1969-02-01,101.5,3.09,5.8,35.8,6.19,944.32921,28.74854,53.96167,20.89573
1969-03-01,99.3,3.1,5.82,36.1,6.3,916.18347,28.6019,53.69776,20.20229
1969-04-01,101.3,3.11,5.82667,36.3,6.17,929.4868,28.53607,53.46311,20.42861
1969-05-01,104.6,3.12,5.83333,36.4,6.32,957.12951,28.54918,53.37717,20.97226
1969-06-01,99.14,3.13,5.84,36.6,6.57,902.21125,28.48418,53.14619,19.71334
1969-07-01,94.71,3.13667,5.85667,36.8,6.72,857.21236,28.38974,53.00823,18.68171
1969-08-01,94.18,3.14333,5.87333,37,6.69,847.80772,28.29624,52.87168,18.42952
1969-09-01,94.51,3.15,5.89,37.1,7.16,848.48518,28.27985,52.87882,18.39805
1969-10-01,95.52,3.15333,5.85333,37.3,7.1,852.95455,28.15795,52.26784,18.44866
1969-11-01,96.21,3.15667,5.81667,37.5,7.14,854.53401,28.03744,51.66347,18.43776
1969-12-01,91.11,3.16,5.78,37.7,7.65,804.94295,27.91812,51.06542,17.32693
1970-01-01,90.31,3.16333,5.73,37.8,7.79,795.7643,27.8736,50.48975,17.09054
1970-02-01,87.16,3.16667,5.68,38,7.24,763.966,27.75618,49.78576,16.37259
1970-03-01,88.65,3.17,5.63,38.2,7.07,772.9578,27.63989,49.08914,16.53169
1970-04-01,85.95,3.17333,5.59333,38.5,7.39,743.57633,27.45332,48.38939,15.87307
1970-05-01,76.06,3.17667,5.55667,38.6,7.91,656.31061,27.41102,47.94769,13.98384
1970-06-01,75.59,3.18,5.52,38.8,7.84,648.89291,27.29831,47.38575,13.79969
1970-07-01,75.72,3.18333,5.46667,39,7.46,646.6755,27.18676,46.68729,13.7265
1970-08-01,77.92,3.18667,5.41333,39,7.53,665.46427,27.21529,46.23175,14.10046
1970-09-01,82.58,3.19,5.36,39.2,7.39,701.66404,27.10473,45.54274,14.84266
1970-10-01,84.37,3.17333,5.28333,39.4,7.33,713.23432,26.82622,44.66341,15.06419
1970-11-01,84.28,3.15667,5.20667,39.6,6.84,708.87514,26.5506,43.79306,14.95076
1970-12-01,90.05,3.14,5.13,39.8,6.39,753.60028,26.27768,42.93137,15.87384
1971-01-01,93.49,3.13,5.16,39.8,6.24,782.38857,26.19399,43.18243,16.46179
1971-02-01,97.11,3.12,5.19,39.9,6.11,810.64641,26.04486,43.32463,17.03453
1971-03-01,99.6,3.11,5.22,40,5.7,829.35364,25.89648,43.46612,17.4029
1971-04-01,103,3.10667,5.25333,40.1,5.83,855.52609,25.80425,43.63457,17.92411
1971-05-01,101.6,3.10333,5.28667,40.3,6.39,839.7095,25.64858,43.69357,17.56415
1971-06-01,99.72,3.1,5.32,40.6,6.52,818.08163,25.43174,43.64415,17.08317
1971-07-01,99,3.09667,5.35667,40.7,6.73,810.17939,25.342,43.83701,16.88941
1971-08-01,97.24,3.09333,5.39333,40.8,6.58,793.82577,25.25262,44.02884,16.51945
1971-09-01,99.4,3.09,5.43,40.8,6.14,811.45909,25.22544,44.3282,16.85679
1971-10-01,97.29,3.08333,5.52,40.9,5.93,792.29206,25.10944,44.95274,16.42886
1971-11-01,92.78,3.07667,5.61,40.9,5.81,755.56436,25.05521,45.68567,15.63871
1971-12-01,99.17,3.07,5.7,41.1,5.93,803.67211,24.87923,46.19271,16.60356
1972-01-01,103.3,3.07,5.73667,41.1,5.95,837.14157,24.87923,46.48988,17.263
1972-02-01,105.2,3.07,5.77333,41.3,6.08,848.41062,24.75875,46.5604,17.46415
1972-03-01,107.7,3.07,5.81,41.4,6.07,866.47447,24.69895,46.74296,17.80564
1972-04-01,108.8,3.07,5.86333,41.5,6.19,873.21504,24.63943,47.05834,17.91516
1972-05-01,107.7,3.07,5.91667,41.6,6.13,862.30872,24.5802,47.37229,17.66265
1972-06-01,108,3.07,5.97,41.7,6.11,862.63705,24.52126,47.68466,17.64086
1972-07-01,107.2,3.07333,6.02667,41.9,6.11,852.16005,24.43068,47.90753,17.39869
1972-08-01,111,3.07667,6.08333,42,6.21,880.26634,24.399,48.2428,17.9434
1972-09-01,109.4,3.08,6.14,42.1,6.55,865.51706,24.36739,48.57655,17.61385
1972-10-01,109.6,3.10333,6.23333,42.3,6.48,862.9996,24.43588,49.08176,17.53318
1972-11-01,115.1,3.12667,6.32667,42.4,6.28,904.16954,24.5616,49.69924,18.33889
1972-12-01,117.5,3.15,6.42,42.5,6.36,920.85096,24.68664,50.31373,18.64572
1973-01-01,118.4,3.15667,6.54667,42.6,6.46,925.7261,24.68084,51.18601,18.71253
1973-02-01,114.2,3.16333,6.67333,42.9,6.64,886.64388,24.55996,51.81145,17.88989
1973-03-01,112.4,3.17,6.8,43.3,6.71,864.60715,24.38438,52.30719,17.41214
1973-04-01,110.3,3.18667,6.94333,43.6,6.67,842.61547,24.34395,53.04222,16.93574
1973-05-01,107.2,3.20333,7.08667,43.9,6.85,813.33727,24.30399,53.76728,16.31434
1973-06-01,104.8,3.22,7.23,44.2,6.9,789.73143,24.26465,54.48243,15.80832
1973-07-01,105.8,3.23667,7.38333,44.3,7.13,795.46733,24.33521,55.51227,15.88952
1973-08-01,103.8,3.25333,7.53667,45.1,7.4,766.58659,24.02658,55.66002,15.2785
1973-09-01,105.6,3.27,7.69,45.2,7.09,778.1546,24.09626,56.66675,15.47531
1973-10-01,109.8,3.30667,7.84667,45.6,6.79,802.00653,24.15274,57.31403,15.91352
1973-11-01,102,3.34333,8.00333,45.9,6.73,740.16389,24.2609,58.07623,14.65185
1973-12-01,94.78,3.38,8.16,46.2,6.74,683.30584,24.36773,58.82861,13.49333
1974-01-01,96.11,3.4,8.22667,46.6,6.99,686.94674,24.30152,58.80017,13.53072
1974-02-01,93.45,3.42,8.29333,47.2,6.96,659.44369,24.13373,58.5231,12.95732
1974-03-01,97.44,3.44,8.36,47.8,7.21,678.96875,23.97016,58.25307,13.31036
1974-04-01,92.46,3.46,8.48667,48,7.51,641.58331,24.00907,58.88931,12.55041
1974-05-01,89.67,3.48,8.61333,48.6,7.58,614.54163,23.84973,59.03033,11.99544
1974-06-01,89.79,3.5,8.74,49,7.54,610.34065,23.79098,59.40948,11.8885
1974-07-01,79.31,3.53,8.86333,49.4,7.81,534.73844,23.80061,59.75997,10.39414
1974-08-01,76.03,3.56,8.98667,50,8.04,506.47194,23.71485,59.86448,9.8242
1974-09-01,68.12,3.59,9.11,50.6,8.04,448.39889,23.63112,59.96644,8.68042
1974-10-01,69.44,3.59333,9.03667,51.1,7.9,452.61529,23.4216,58.90171,8.74498
1974-11-01,71.74,3.59667,8.96333,51.5,7.68,463.97497,23.26129,57.9699,8.94898
1974-12-01,67.07,3.6,8.89,51.9,7.43,430.42883,23.10338,57.05252,8.28906
1975-01-01,72.56,3.62333,8.74333,52.1,7.5,463.87392,23.16384,55.89585,8.921
1975-02-01,80.1,3.64667,8.59667,52.5,7.39,508.17538,23.13543,54.53953,9.76225
1975-03-01,83.78,3.67,8.45,52.7,7.73,529.5051,23.19508,53.40556,10.1638
1975-04-01,84.72,3.68333,8.28667,52.9,8.23,533.4217,23.19131,52.17528,10.23308
1975-05-01,90.1,3.69667,8.12333,53.2,8.06,564.09671,23.14406,50.85842,10.81814
1975-06-01,92.4,3.71,7.96,53.6,7.86,574.17937,23.05417,49.46394,11.01135
1975-07-01,92.49,3.71,7.89333,54.2,8.06,568.37622,22.79896,48.50666,10.90277
1975-08-01,85.71,3.71,7.82667,54.3,8.4,525.74127,22.75697,48.00844,10.08977
1975-09-01,84.67,3.71,7.76,54.6,8.43,516.50832,22.63193,47.33795,9.91891
1975-10-01,88.57,3.7,7.82667,54.9,8.14,537.34685,22.44759,47.48376,10.3276
1975-11-01,90.07,3.69,7.89333,55.3,8.05,542.49462,22.22499,47.54179,10.43586
1975-12-01,88.7,3.68,7.96,55.5,8,532.31787,22.08489,47.77058,10.25037
1976-01-01,96.86,3.68333,8.19333,55.6,7.74,580.24323,22.06512,49.08243,11.18505
1976-02-01,100.6,3.68667,8.42667,55.8,7.79,600.4878,22.00597,50.29933,11.58609
1976-03-01,101.1,3.69,8.66,55.9,7.73,602.39278,21.98644,51.59962,11.63175
1976-04-01,101.9,3.71333,8.85667,56.1,7.56,604.99492,22.04657,52.58332,11.68916
1976-05-01,101.2,3.73667,9.05333,56.5,7.9,596.58519,22.02808,53.37038,11.53205
1976-06-01,101.8,3.76,9.25,56.8,7.86,596.9526,22.04854,54.24176,11.54384
1976-07-01,104.2,3.79,9.35,57.1,7.83,607.81585,22.1077,54.5401,11.75749
1976-08-01,103.3,3.82,9.45,57.4,7.77,599.4167,22.16623,54.83531,11.59799
1976-09-01,105.5,3.85,9.55,57.6,7.59,610.05696,22.26274,55.22317,11.80599
1976-10-01,101.9,3.91667,9.67,57.9,7.41,586.18679,22.53091,55.62734,11.3457
1976-11-01,101.2,3.98333,9.79,58,7.29,581.15627,22.87487,56.22055,11.24886
1976-12-01,104.7,4.05,9.91,58.2,6.87,599.18937,23.17781,56.7141,11.59759
1977-01-01,103.8,4.09667,9.96667,58.5,7.21,590.9924,23.32467,56.74592,11.43796
1977-02-01,101,4.14333,10.0233,59.1,7.39,569.21233,23.35084,56.48897,11.01484
1977-03-01,100.6,4.19,10.08,59.5,7.46,563.14654,23.45511,56.42661,10.89575
1977-04-01,99.05,4.24667,10.1933,60,7.37,549.84925,23.57424,56.58534,10.63604
1977-05-01,98.76,4.30333,10.3067,60.3,7.46,545.51183,23.76992,56.9302,10.54849
1977-06-01,99.29,4.36,10.42,60.7,7.28,544.82525,23.92424,57.17675,10.53002
1977-07-01,100.2,4.40667,10.5167,61,7.33,547.11459,24.06141,57.42355,10.56769
1977-08-01,97.75,4.45333,10.6133,61.2,7.4,531.9928,24.23672,57.76163,10.26839
1977-09-01,96.23,4.5,10.71,61.4,7.34,522.01445,24.41094,58.09804,10.06774
1977-10-01,93.74,4.55667,10.77,61.6,7.52,506.85606,24.6381,58.23384,9.76667
1977-11-01,94.28,4.61333,10.83,61.9,7.58,507.30522,24.82357,58.27445,9.7663
1977-12-01,93.82,4.67,10.89,62.1,7.69,503.20417,25.04758,58.40859,9.67827
1978-01-01,90.25,4.71333,10.9,62.5,7.96,480.95849,25.11818,58.08806,9.24146
1978-02-01,88.98,4.75667,10.91,62.9,8.03,471.17492,25.18795,57.77162,9.04526
1978-03-01,88.82,4.8,10.92,63.4,8.04,466.61846,25.21694,57.36854,8.95042
1978-04-01,92.71,4.83667,11.0233,63.9,8.15,483.24362,25.21076,57.45809,9.26259
1978-05-01,97.41,4.87333,11.1267,64.5,8.35,503.01882,25.16556,57.45755,9.63491
1978-06-01,97.66,4.91,11.23,65.2,8.46,498.89544,25.0827,57.36838,9.54968
1978-07-01,97.19,4.94667,11.3433,65.7,8.64,492.71595,25.07772,57.50617,9.42552
1978-08-01,103.9,4.98333,11.4567,66,8.41,524.33883,25.14873,57.81706,10.02397
1978-09-01,103.9,5.02,11.57,66.5,8.42,520.39643,25.14331,57.94982,9.94189
1978-10-01,100.6,5.03667,11.8233,67.1,8.64,499.36243,25.00123,58.68898,9.53361
1978-11-01,94.71,5.05333,12.0767,67.4,8.81,468.03286,24.97228,59.68,8.92842
1978-12-01,96.11,5.07,12.33,67.7,9.01,472.84665,24.94363,60.66173,9.01194
1979-01-01,99.71,5.11333,12.6533,68.3,9.1,486.24866,24.93581,61.70545,9.25764
1979-02-01,98.23,5.15667,12.9767,69.1,9.1,473.4853,24.85603,62.5499,9.00374
1979-03-01,100.1,5.2,13.3,69.8,9.12,477.66021,24.81352,63.46534,9.07079
1979-04-01,102.1,5.24667,13.5267,70.6,9.18,481.68314,24.75252,63.8157,9.13306
1979-05-01,99.73,5.29333,13.7533,71.5,9.25,464.57965,24.65831,64.06802,8.79438
1979-06-01,101.7,5.34,13.98,72.3,8.91,468.51453,24.60047,64.40347,8.85394
1979-07-01,102.7,5.39667,14.1967,73.1,8.95,467.94356,24.58945,64.68602,8.8275
1979-08-01,107.4,5.45333,14.4133,73.8,9.03,484.71708,24.61194,65.05003,9.12717
1979-09-01,108.6,5.51,14.63,74.6,9.33,484.8768,24.60102,65.31996,9.11276
1979-10-01,104.5,5.55667,14.7067,75.2,10.3,462.8485,24.61145,65.13851,8.68184
1979-11-01,103.7,5.60333,14.7833,75.9,10.65,455.06914,24.58922,64.8739,8.51878
1979-12-01,107.8,5.65,14.86,76.7,10.39,468.12712,24.53542,64.53032,8.7452
1980-01-01,110.9,5.7,15.0033,77.8,10.8,474.77993,24.40258,64.23143,8.85093
1980-02-01,115.3,5.75,15.1467,78.9,12.41,486.73515,24.27344,63.94129,9.05448
1980-03-01,104.7,5.8,15.29,80.1,12.75,435.36606,24.1177,63.57925,8.08115
1980-04-01,103,5.84667,15.1733,81,11.47,423.53823,24.04163,62.39294,7.84402
1980-05-01,107.7,5.89333,15.0567,81.8,10.18,438.53353,23.9965,61.30796,8.10423
1980-06-01,114.6,5.94,14.94,82.7,9.78,461.55081,23.92331,60.17076,8.51208
1980-07-01,119.8,5.98333,14.84,82.7,10.25,482.49378,24.09783,59.76801,8.88087
1980-08-01,123.5,6.02667,14.74,83.3,11.1,493.81282,24.09755,58.93766,9.07101
1980-09-01,126.5,6.07,14.64,84,11.51,501.59321,24.06854,58.05,9.19604
1980-10-01,130.2,6.1,14.7,84.8,11.75,511.39389,23.95931,57.73802,9.35784
1980-11-01,135.7,6.13,14.76,85.5,12.68,528.63284,23.88002,57.49905,9.65404
1980-12-01,133.5,6.16,14.82,86.3,12.84,515.24155,23.77444,57.1976,9.3899
1981-01-01,133,6.2,14.74,87,12.57,509.18171,23.73629,56.43112,9.2594
1981-02-01,128.4,6.24,14.66,87.9,13.19,486.53776,23.64483,55.55018,8.8299
1981-03-01,133.2,6.28,14.58,88.5,13.12,501.30422,23.63506,54.87249,9.0811
1981-04-01,134.4,6.31667,14.7233,89.1,13.68,502.41428,23.61299,55.03866,9.08556
1981-05-01,131.7,6.35333,14.8667,89.8,14.1,488.48344,23.56489,55.14151,8.81848
1981-06-01,132.3,6.39,15.01,90.6,13.47,486.37591,23.49163,55.18142,8.76534
1981-07-01,129.1,6.43333,15.0967,91.6,14.28,469.43036,23.39272,54.89426,8.44532
1981-08-01,129.6,6.47667,15.1833,92.3,14.94,467.67452,23.37171,54.79045,8.39981
1981-09-01,118.3,6.52,15.27,93.2,15.32,422.77494,23.30087,54.5712,7.58116
1981-10-01,119.8,6.55667,15.3,93.4,15.15,427.21879,23.38174,54.56133,7.64914
1981-11-01,122.9,6.59333,15.33,93.7,13.39,436.87048,23.43719,54.49328,7.81075
1981-12-01,123.8,6.63,15.36,94,13.72,438.66522,23.49233,54.42567,7.83256
1982-01-01,117.3,6.66,15.1767,94.3,14.59,414.31125,23.52355,53.60509,7.38866
1982-02-01,114.5,6.69,14.9933,94.6,14.43,403.13895,23.55458,52.78937,7.18182
1982-03-01,110.8,6.72,14.81,94.5,13.86,390.52457,23.68524,52.19918,6.95067
1982-04-01,116.3,6.75,14.5967,94.9,13.87,408.18206,23.6907,51.23053,7.25907
1982-05-01,116.4,6.78,14.3833,95.8,13.62,404.69504,23.57244,50.0073,7.19261
1982-06-01,109.7,6.81,14.17,97,14.3,376.68238,23.38384,48.65624,6.69213
1982-07-01,109.4,6.82333,13.9667,97.5,13.95,373.72583,23.30946,47.71222,6.63865
1982-08-01,109.7,6.83667,13.7633,97.7,13.06,373.98352,23.30722,46.92113,6.64342
1982-09-01,122.4,6.85,13.56,97.9,12.34,416.42724,23.30496,46.13361,7.39884
1982-10-01,132.7,6.85667,13.2533,98.2,10.91,450.0905,23.25638,44.95241,7.99984
1982-11-01,138.1,6.86333,12.9467,98,10.55,469.36209,23.32648,44.0021,8.34748
1982-12-01,139.4,6.87,12.64,97.6,10.54,475.72214,23.44484,43.13578,8.46774
1983-01-01,144.3,6.88333,12.5667,97.8,10.46,491.43704,23.4423,42.79793,8.75678
1983-02-01,146.8,6.89667,12.4933,97.9,10.72,499.44052,23.46374,42.5045,8.91049
1983-03-01,151.9,6.91,12.42,97.9,10.51,516.79165,23.50909,42.25512,9.23283
1983-04-01,157.7,6.92,12.4767,98.6,10.4,532.71532,23.37597,42.14667,9.53158
1983-05-01,164.1,6.93,12.5333,99.2,10.38,550.98188,23.26816,42.08179,9.87446
1983-06-01,166.4,6.94,12.59,99.5,10.85,557.01982,23.23148,42.14471,10.00012
1983-07-01,167,6.96,12.8267,99.9,11.38,556.78995,23.20514,42.76514,10.01448
1983-08-01,162.4,6.98,13.0633,100.2,11.85,539.83211,23.20214,43.42358,9.72806
1983-09-01,167.2,7,13.3,100.7,11.65,553.02811,23.15309,43.99087,9.9842
1983-10-01,167.7,7.03,13.5433,101,11.54,553.03434,23.18325,44.66255,10.00339
1983-11-01,165.2,7.06,13.7867,101.2,11.69,543.71328,23.23617,45.37537,9.85358
1983-12-01,164.4,7.09,14.03,101.3,11.83,540.54615,23.31187,46.13055,9.81501
1984-01-01,166.4,7.12,14.44,101.9,11.67,543.90061,23.27267,47.19907,9.89493
1984-02-01,157.3,7.15,14.85,102.4,11.84,511.64552,23.25661,48.3022,9.32453
1984-03-01,157.4,7.18,15.26,102.6,12.32,510.97279,23.30867,49.53904,9.32675
1984-04-01,157.6,7.22333,15.5733,103.1,12.63,509.14086,23.33561,50.31094,9.30564
1984-05-01,156.6,7.26667,15.8867,103.4,13.41,504.44245,23.40751,51.17449,9.23183
1984-06-01,153.1,7.31,16.2,103.7,13.56,491.74148,23.47897,52.03274,9.01019
1984-07-01,151.1,7.33333,16.32,104.1,13.36,483.45287,23.4634,52.21675,8.8683
1984-08-01,164.4,7.35667,16.44,104.5,12.72,523.99354,23.44798,52.39935,9.62306
1984-09-01,166.1,7.38,16.56,105,12.52,526.89095,23.41033,52.53049,9.68734
1984-10-01,164.8,7.43,16.5867,105.3,12.16,521.27782,23.50179,52.46528,9.59507
1984-11-01,166.3,7.48,16.6133,105.3,11.57,526.02246,23.65994,52.54942,9.69197
1984-12-01,164.5,7.53,16.64,105.3,11.5,520.32889,23.81809,52.63388,9.59505
1985-01-01,171.6,7.57333,16.5567,105.5,11.38,541.75787,23.90974,52.27111,9.997
1985-02-01,180.9,7.61667,16.4733,106,11.51,568.42492,23.93314,51.76249,10.49494
1985-03-01,179.4,7.66,16.39,106.4,11.86,561.59239,23.97881,51.30713,10.37322
1985-04-01,180.6,7.68667,16.13,106.9,11.43,562.70458,23.94975,50.25706,10.39712
1985-05-01,184.9,7.71333,15.87,107.3,10.85,573.95467,23.94322,49.26263,10.60812
1985-06-01,188.9,7.74,15.61,107.6,10.16,584.73635,23.95902,48.32046,10.81005
1985-07-01,192.5,7.77333,15.4833,107.8,10.31,594.77455,24.01755,47.83934,10.99756
1985-08-01,188.3,7.80667,15.3567,108,10.33,580.72025,24.0759,47.36031,10.7388
1985-09-01,184.1,7.84,15.23,108.3,10.37,566.19462,24.11171,46.83946,10.47123
1985-10-01,186.2,7.86,15.0233,108.7,10.24,570.54583,24.08427,46.03373,10.55252
1985-11-01,197.5,7.88,14.8167,109,9.78,603.50519,24.07909,45.27572,11.16461
1985-12-01,207.3,7.9,14.61,109.3,9.26,631.71261,24.07395,44.52157,11.69052
1986-01-01,208.2,7.94,14.58,109.6,9.19,632.71857,24.12961,44.30853,11.71501
1986-02-01,219.4,7.98,14.55,109.3,8.7,668.58537,24.31774,44.33873,12.38822
1986-03-01,232.3,8.02,14.52,108.8,7.78,711.14919,24.55194,44.45065,13.18902
1986-04-01,238,8.04667,14.5833,108.6,7.3,729.94063,24.67896,44.72665,13.5525
1986-05-01,238.5,8.07333,14.6467,108.9,7.71,729.45904,24.69251,44.79735,13.56005
1986-06-01,245.3,8.1,14.71,109.5,7.8,746.14604,24.63833,44.74443,13.88869
1986-07-01,240.2,8.14333,14.7567,109.5,7.3,730.63301,24.77013,44.88648,13.62
1986-08-01,245,8.18667,14.8033,109.7,7.17,743.87483,24.85656,44.94613,13.88767
1986-09-01,238.3,8.23,14.85,110.2,7.45,720.24932,24.87475,44.88335,13.46731
1986-10-01,237.4,8.24667,14.7267,110.3,7.43,716.87859,24.90253,44.47033,13.42592
1986-11-01,245.1,8.26333,14.6033,110.4,7.25,739.45993,24.93024,44.05775,13.87299
1986-12-01,248.6,8.28,14.48,110.5,7.11,749.34058,24.95792,43.64623,14.08514
1987-01-01,264.5,8.3,14.6867,111.2,7.08,792.24826,24.86072,43.9906,14.92221
1987-02-01,280.9,8.32,14.8933,111.6,7.25,838.35499,24.8313,44.44953,15.82232
1987-03-01,292.5,8.34,15.1,112.1,7.25,869.08182,24.77997,44.86542,16.43334
1987-04-01,289.3,8.4,14.8733,112.7,8.02,854.99766,24.82537,43.95657,16.19653
1987-05-01,289.1,8.46,14.6467,113.1,8.61,851.3848,24.91427,43.13379,16.16031
1987-06-01,301.4,8.52,14.42,113.5,8.4,884.47954,25.00254,42.31651,16.82521
1987-07-01,310.1,8.56667,14.9,113.8,8.45,907.61133,25.07322,43.60983,17.306
1987-08-01,329.4,8.61333,15.38,114.4,8.76,959.04277,25.07757,44.77862,18.32691
1987-09-01,318.7,8.66,15.86,115,9.42,923.04873,25.0819,45.93521,17.67562
1987-10-01,280.2,8.71,16.4067,115.3,9.52,809.42988,25.16108,47.39498,15.53006
1987-11-01,245,8.76,16.9533,115.4,8.86,707.13231,25.28359,48.93154,13.59089
1987-12-01,241,8.81,17.5,115.4,8.99,695.58729,25.4279,50.50945,13.38903
1988-01-01,250.5,8.85667,17.8633,115.7,8.67,721.13202,25.49632,51.42434,13.89834
1988-02-01,258.1,8.90333,18.2267,116,8.21,741.08909,25.56436,52.33479,14.29827
1988-03-01,265.7,8.95,18.59,116.5,8.37,759.63687,25.58807,53.14885,14.66895
1988-04-01,262.6,9.04333,19.6167,117.1,8.72,746.92713,25.72242,55.79682,14.43332
1988-05-01,256.1,9.13667,20.6433,117.5,9.09,725.95904,25.89945,58.51695,14.03189
1988-06-01,270.7,9.23,21.67,118,8.92,764.09376,26.05314,61.16702,14.76647
1988-07-01,269.1,9.30667,22.0233,118.5,9.06,756.37254,26.15871,61.90197,14.60832
1988-08-01,263.7,9.38333,22.3767,119,9.26,738.08023,26.26337,62.63102,14.24495
1988-09-01,268,9.46,22.73,119.8,8.98,745.10655,26.30115,63.19504,14.36943
1988-10-01,277.4,9.55,23.0733,120.2,8.8,768.67436,26.46301,63.93603,14.81145
1988-11-01,271,9.64,23.4167,120.3,8.96,750.31576,26.6902,64.83365,14.44553
1988-12-01,276.5,9.75,23.75,120.5,9.11,764.27296,26.94995,65.64732,14.70209
